date,fatRate
2023-04-01,32.47655637939501
2023-04-02,33.812962003047936
2023-04-03,33.66833268438023
2023-04-04,31.66710685804845
2023-04-09,32.62469652117823
2023-04-11,30.65774684436615
2023-04-15,31.62595653284447
2023-04-16,31.60539247214158
2023-04-26,32.1260297661949
2023-04-29,32.24309808117033
2023-05-01,31.59427905601847
2023-05-03,31.890182720649626
